Event,Event_Original,County,State,Waterbody.Name,Station.Name,WBIC,Site.Seq.No,Swims.Station.Id,Fishkill.Inv.Seq.No,Investigation.Start.Date,Season,Season1,Year,Stream.Miles.or.Lake.Acres.Affected,Cause.Category,Cause.Type,Mortality.Code,Confidence.Of.Cause.Code,Cause.Group,Cause.Detail,Investigation.Start.Month,Min.Kill.Size,Max.Kill.Size,Sunnies,Bluegill,Crappie,Bass,Bullhead,Suckerfish,Trout,Gizzard.Shad,Round.Goby,Cisco,Pike,Snail,Muskies,Walleye,Carp,Freshwater.Drum,Perch,Catfish,Sculpin,Stickleback,Minnow,Bigmouth.Buffalo,Pumpkinseed,Drum,Darter,Dace,Chub,Crayfish,Shorthead.Redhorse,Frogs,Sunfish,Golden.Shiner,Bowfin,Dogfish,Sturgeon,Fish.Species
420,420,PRICE,WI,LAC SAULT DORE,LAC SAULT DORE_GENERAL LAKE STATION,2236800,122518,10005198,1802,10-Jun-10,Summer,Summer,2010,561,NATURAL,INFECTIOUS AGENTS,SELECTIVE,SUSPECTED,INFECTIOUS,COLUMNARIS,Jun,UNKNOWN,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
422,422,PRICE,WI,LE TOURNEAU LAKE,LE TOURNEAU LAKE_GENERAL LAKE STATION,2286900,111160,10005269,1743,2-Jun-10,Summer,Summer,2010,124,NATURAL,INFECTIOUS AGENTS,SELECTIVE,SUSPECTED,INFECTIOUS,COLUMNARIS,Jun,Fair Number,,UNKNOWN,UNKNOWN,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1
426,426,PRICE,WI,SCHNUR LAKE,SCHNUR LAKE_GENERAL LAKE STATION,2284000,112927,10005267,1734,1-Jun-10,Summer,Summer,2010,158,NATURAL,INFECTIOUS AGENTS,SELECTIVE,SUSPECTED,INFECTIOUS,COLUMNARIS,Jun,Few,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
437,437,ROCK,WI,CLEAR LAKE,CLEAR LAKE_GENERAL LAKE STATION,775000,109577,10005283,1168,10-Jun-08,Summer,Summer,2008,10,NATURAL,INFECTIOUS AGENTS,SELECTIVE,SUSPECTED,INFECTIOUS,COLUMNARIS,Jun,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
439,439,ROCK,WI,GIBBS LAKE,GIBBS LAKE_GENERAL LAKE STATION,799200,122376,10007849,1183,25-Jun-08,Summer,Summer,2008,71,NATURAL,INFECTIOUS AGENTS,SELECTIVE,SUSPECTED,INFECTIOUS,COLUMNARIS,Jun,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
445,445,RUSK,WI,FIRESIDE LAKES,FIRESIDE LAKES_GENERAL LAKE STATION,2349600,110143,10014933,1450,15-Jun-09,Summer,Summer,2009,302,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,INFECTIOUS,COLUMNARIS,Jun,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
446,446,RUSK,WI,ISLAND LAKE,ISLAND LAKE_GENERAL LAKE STATION,2350200,122477,10014585,1452,15-Jun-09,Summer,Summer,2009,526,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,INFECTIOUS,COLUMNARIS,Jun,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
448,448,RUSK,WI,POTATO LAKE,POTATO LAKE_GENERAL LAKE STATION,2355300,122910,10005378,1738,1-Jun-10,Summer,Summer,2010,534,NATURAL,INFECTIOUS AGENTS,SELECTIVE,SUSPECTED,INFECTIOUS,COLUMNARIS,Jun,Large Number,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
449,449,RUSK,WI,POTATO LAKE,POTATO LAKE_GENERAL LAKE STATION,2355300,122910,10005378,3322,23-Jun-13,Summer,Summer,2013,534,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,INFECTIOUS,COLUMNARIS,Jun,Excludable,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
451,451,SAUK,WI,DELTON LAKE,LAKE DELTON_GENERAL LAKE STATION,1295400,122538,10005446,2686,17-May-12,Summer,Winter,2012,249,NATURAL,INFECTIOUS AGENTS,SELECTIVE,KNOWN,INFECTIOUS,COLUMNARIS,May,Massive,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
461,461,SHAWANO,WI,ISLAND LAKE,ISLAND LAKE_GENERAL LAKE STATION,328900,110742,10005741,1748,2-Jun-10,Summer,Summer,2010,30,NATURAL,INFECTIOUS AGENTS,SELECTIVE,KNOWN,INFECTIOUS,COLUMNARIS,Jun,Fair Number,,UNKNOWN,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2
463,463,SHAWANO,WI,SHAWANO LAKE,SHAWANO LAKE_GENERAL LAKE STATION,322800,112998,10005729,407,28-May-07,Summer,Winter,2007,NA,UNKNOWN,UNKNOWN,SELECTIVE,UNKNOWN,INFECTIOUS,UNKNOWN,May,Excludable,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
464,464,SHAWANO,WI,SHAWANO LAKE,SHAWANO LAKE_GENERAL LAKE STATION,322800,112998,10005729,1400,4-Jun-09,Summer,Summer,2009,3000,NATURAL,INFECTIOUS AGENTS,SELECTIVE,SUSPECTED,INFECTIOUS,COLUMNARIS,Jun,Large Number,,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
465,465,SHAWANO,WI,SHAWANO LAKE,SHAWANO LAKE_GENERAL LAKE STATION,322800,112998,10005729,1747,27-May-10,Summer,Winter,2010,6000,NATURAL,INFECTIOUS AGENTS,SELECTIVE,SUSPECTED,INFECTIOUS,COLUMNARIS,May,Fair Number,,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
466,466,SHAWANO,WI,SHAWANO LAKE,SHAWANO LAKE_GENERAL LAKE STATION,322800,112998,10005729,2679,6-Jun-12,Summer,Summer,2012,6000,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,INFECTIOUS,COLUMNARIS,Jun,Few,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
473,473,TAYLOR,WI,LITTLE RIB LAKE,LITTLE RIB LAKE,1000100,60069,100069,1794,7-Jun-10,Summer,Summer,2010,24,NATURAL,INFECTIOUS AGENTS,SELECTIVE,SUSPECTED,INFECTIOUS,COLUMNARIS,Jun,Massive,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
475,475,TAYLOR,WI,NORTH SPIRIT LAKE,NORTH SPIRIT LAKE_GENERAL LAKE STATION,1515200,122826,10005141,1745,1-Jun-10,Summer,Summer,2010,213,NATURAL,INFECTIOUS AGENTS,SELECTIVE,SUSPECTED,INFECTIOUS,COLUMNARIS,Jun,Few,,UNKNOWN,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1
477,477,TAYLOR,WI,RIB LAKE,RIB LAKE_GENERAL LAKE STATION,1469100,122939,10005816,1720,21-May-10,Summer,Winter,2010,320,NATURAL,INFECTIOUS AGENTS,SELECTIVE,SUSPECTED,INFECTIOUS,COLUMNARIS,May,Fair Number,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
480,480,TREMPEALEAU,WI,TREMPEALEAU RIVER,TREMPEALEAU RIVER,1769900,104400,104400,425,22-May-07,Summer,Winter,2007,0.5,NATURAL,INFECTIOUS AGENTS,SELECTIVE,SUSPECTED,INFECTIOUS,OTHER INFECTIOUS AGENT,May,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
482,482,UNK MN CO,WI,MISSISSIPPI RIVER,MN SLOUGH FISH KILL,721000,34830909,10031182,1700,20-Apr-10,Summer,Winter,2010,5,NATURAL,INFECTIOUS AGENTS,SELECTIVE,SUSPECTED,INFECTIOUS,OTHER INFECTIOUS AGENT,Apr,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
486,486,VERNON,WI,SIDIE HOLLOW LAKE,SIDIE HOLLOW LAKE_GENERAL LAKE STATION,1641400,123015,10005954,1187,28-Jun-08,Summer,Summer,2008,38,NATURAL,INFECTIOUS AGENTS,SELECTIVE,SUSPECTED,INFECTIOUS,COLUMNARIS,Jun,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
