Event,Event_Original,County,State,Waterbody.Name,Station.Name,WBIC,Site.Seq.No,Swims.Station.Id,Fishkill.Inv.Seq.No,Investigation.Start.Date,Season,Season1,Year,Stream.Miles.or.Lake.Acres.Affected,Confidence.Of.Cause.Code,Cause.Category,Cause.Type,Mortality.Code,Detail.Cause.Type,Investigation.Start.Month,Cause.Category.4,Min.Kill.Size,Species,Acipenseridae,Amiidae,Catostomidae,Centrarchidae,Clupeidae,Cyprinidae,Esocidae,Gasterosteidae,Gobiidae,Ictaluridae,Lepisosteidae,Osmeridae,Percidae,Salmonidae,Sciaenidae,Bass,Bigmouth.Buffalo,Bowfin,Bluegill,Brown.Trout,Bullhead,Carp,Catfish,Channel.Catfish,Chub,Cisco,Crappie,Dace,Darter,Dogfish,Drum,Freshwater.Drum,Gar,Gizzard.Shad,Golden.Shiner,Largemouth.Bass,Minnow,Muskies,Northern.Pike,Perch,Pike,Pumpkinseed,Rainbow.Smelt,Rock.Bass,Round.Goby,Sauger,Sculpin,Shorthead.Redhorse,Smallmouth.Bass,Stickleback,Stonecat,Sturgeon,Suckerfish,Sunfish,Sunnies,Trout,Walleye,White.Sucker,Whitefish,Yellow.Perch,Lat,Long
29,S2003300,KOOCHICHING,MN,RAINY RIVER,,,,,,19-Nov-03,,,2003,,,ANTHROPOGENIC,TOXICITY,,ANTHROPOGENIC CONDITION,Nov,ANTHROPOGENIC CONDITION,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93.40261,48.602535
30,S2004037,HENNEPIN,MN,MISSISSIPI RIVER,,,,,,5-Mar-04,,,2004,,,UNKNOWN,UNKNOWN,,UNKNOWN,Mar,UNKNOWN,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
31,S2004055,HENNEPIN,MN,SMETANA LAKE,,,,,,31-Mar-04,,,2004,,,NATURAL,ENVIRONMENTAL CONDITION,,Winterkill,Mar,WINTERKILL,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93.4139,44.8629 
32,S2004056,OLMSTEAD,MN,NA,,,,,,31-Mar-04,,,2004,,,NATURAL,ENVIRONMENTAL CONDITION,,Winterkill,Mar,WINTERKILL,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
33,S2004057,HENNEPIN,MN,SOUTH TWIN LAKE,,,,,,31-Mar-04,,,2004,,,NATURAL,ENVIRONMENTAL CONDITION,,Winterkill,Mar,WINTERKILL,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-95.6448,47.2325 
34,PL2004041,BIG STONE,MN,EAST TOQUA LAKE,,,,,,2-Apr-04,,,2004,,,NA,NA,,NA,Apr,NA,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-96.4436,45.5614  
35,S2004064,HENNEPIN,MN,SAUNDERS LAKE,,,,,,6-Apr-04,,,2004,,,NATURAL,ENVIRONMENTAL CONDITION,,Winterkill,Apr,WINTERKILL,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-93.6911,44.9288 
36,S2003062,HENNEPIN,MN,DIAMOND LAKE,,,,,,7-Apr-04,,,2004,,,NATURAL,ENVIRONMENTAL CONDITION,,Winterkill,Apr,WINTERKILL,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
37,S2004065,OLMSTEAD,MN,NA,,,,,,7-Apr-04,,,2004,,,NATURAL,ENVIRONMENTAL CONDITION,,Winterkill,Apr,WINTERKILL,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
38,S2004130,BLUE EARTH,MN,MINNEOPA CREEK,,,,,,17-Jun-04,,,2004,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,Jun,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,-94.095838,44.150926
39,S2004137,HENNEPIN,MN,LAKE HARRIET,,,,,,17-Jun-04,,,2004,,SUSPECTED,UNKNOWN,UNKNOWN,,COLUMNARIS,Jun,UNKNOWN,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93.3054,44.922  
40,PL2004121,SWIFT,MN,HASSEL LAKE,,,,,,21-Jun-04,,,2004,,NA,NA,NA,,NA,Jun,NA,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95.5697,45.3895 
41,S2004151,BROWN,MN,NA,,,,,,10-Jul-04,,,2004,,,UNKNOWN,UNKNOWN,,ANTHROPOGENIC CONDITION,Jul,UNKNOWN,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
42,S2004173,BROWN,MN,NA,,,,,,12-Jul-04,,,2004,,,ANTHROPOGENIC,TOXICITY,,ANTHROPOGENIC CONDITION,Jul,ANTHROPOGENIC CONDITION,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
43,S2004161,HENNEPIN,MN,ELM CREEK,,,,,,23-Jul-04,,,2004,,,NATURAL,ENVIRONMENTAL CONDITION,,DISSOLVED OXYGEN,Jul,?,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
44,S2004168,BECKER,MN,ROUND LAKE,,,,,,2-Aug-04,,,2004,,,NATURAL,ENVIRONMENTAL CONDITION,,DISSOLVED OXYGEN,Aug,?,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA
45,S2004174,OLMSTEAD,MN,NA,,,,,,5-Aug-04,,,2004,,,NATURAL,ENVIRONMENTAL CONDITION,,DISSOLVED OXYGEN,Aug,?,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
46,PL2004147,WASHINGTON,MN,BIG CARNELIAN LAKE,,,,,,24-Aug-04,,,2004,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,Aug,UNKNOWN,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-94.2744   ,45.3674 
47,S2004208,LINCOLN,MN,LAKE BENTON,,,,,,25-Sep-04,,,2004,,,NATURAL,ENVIRONMENTAL CONDITION,,Algal bloom,Sep,?,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-96.2554    ,44.2872 
48,S2004249,WASHINGTON,MN,ST.CROIX RIVER,,,,,,17-Dec-04,,,2004,,,ANTHROPOGENIC,TOXICITY,,DIRECT TEMPERATURE STRESS,Dec,ANTHROPOGENIC CONDITION,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92.809442,45.056364
49,S2005025,WRIGHT,MN,MISSISSIPI RIVER,,,,,,5-Mar-05,,,2005,,,NATURAL,ENVIRONMENTAL CONDITION,,DIRECT TEMPERATURE STRESS,Mar,?,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-93.776005,45.299951
50,S2005049,STEARNS,MN,STUMP LAKE,,,,,,26-Mar-05,,,2005,,,NATURAL,ENVIRONMENTAL CONDITION,,Winterkill,Mar,WINTERKILL,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-94.3998,45.5796
51,PL2005066,BLUE EARTH,MN,EAGLE LAKE,,,,,,22-Apr-05,,,2005,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,Apr,UNKNOWN,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93.8926,44.1889
52,S2005100,GOODHUE,MN,MISSISSIPI RIVER,,,,,,26-Apr-05,,,2005,,,ANTHROPOGENIC,TOXICITY,,ANTHROPOGENIC CONDITION,Apr,ANTHROPOGENIC CONDITION,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-92.545815,44.566713
53,S2005114,HENNEPIN,MN,TWIN LAKE,,,,,,29-May-05,,,2005,,,NATURAL,INFECTIOUS AGENTS,,COLUMNARIS,May,INFECTIOUS AGENT,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
54,S2005115,HENNEPIN,MN,PARKERS LAKE,,,,,,5-Jun-05,,,2005,,,NATURAL,INFECTIOUS AGENTS,,COLUMNARIS,Jun,INFECTIOUS AGENT,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-93.4718,44.9935
55,S2005117,SHERBURNE,MN,RUSH LAKE,,,,,,5-Jun-05,,,2005,,,NATURAL,INFECTIOUS AGENTS,,COLUMNARIS,Jun,INFECTIOUS AGENT,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93.9331,45.4909
56,S2005118,SHERBURNE,MN,JULIA LAKE,,,,,,6-Jun-05,,,2005,,,NATURAL,INFECTIOUS AGENTS,,COLUMNARIS,Jun,INFECTIOUS AGENT,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94.8894,47.6689
57,PL2005105,BELTRAMI,MN,JULIA LAKE,,,,,,7-Jun-05,,,2005,,,NATURAL,INFECTIOUS AGENTS,,COLUMNARIS,Jun,INFECTIOUS AGENT,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-94.8894,47.6689
58,PL2005106,BELTRAMI,MN,JULIA LAKE,,,,,,7-Jun-05,,,2005,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,Jun,UNKNOWN,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94.8894,47.6689
59,S2005127,SCOTT,MN,SPRING LAKE,,,,,,12-Jun-05,,,2005,,,NATURAL,INFECTIOUS AGENTS,,COLUMNARIS,Jun,INFECTIOUS AGENT,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-93.4722  ,44.7
60,S2005128,HENNEPIN,MN,FISH LAKE,,,,,,12-Jun-05,,,2005,,,NATURAL,INFECTIOUS AGENTS,,COLUMNARIS,Jun,INFECTIOUS AGENT,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93.4638  ,45.0932    
61,S2005130,ANOKA,MN,LINWOOD LAKE,,,,,,13-Jun-05,,,2005,,,NATURAL,INFECTIOUS AGENTS,,COLUMNARIS,Jun,INFECTIOUS AGENT,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-93.11,45.3518  
62,PL2005116,ANOKA,MN,SPRING LAKE,,,,,,13-Jun-05,,,2005,,SUSPECTED,UNKNOWN,UNKNOWN,,COLUMNARIS,Jun,UNKNOWN,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-93.2322,45.1104 
63,PL2005117(S2005131),OLMSTEAD,MN,WILLOW CREEK,,,,,,14-Jun-05,,,2005,,,NATURAL,INFECTIOUS AGENTS,,COLUMNARIS,Jun,INFECTIOUS AGENT,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-92.48764,43.942266
64,S2005139,WRIGHT,MN,SUGAR LAKE,,,,,,17-Jun-05,,,2005,,,NATURAL,INFECTIOUS AGENTS,,COLUMNARIS,Jun,INFECTIOUS AGENT,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94.0378   ,45.3178   
65,PL2005121(S2005144),SHERBURNE,MN,CLEAR LAKE,,,,,,24-Jun-05,,,2005,,,ANTHROPOGENIC,TOXICITY,,ANTHROPOGENIC CONDITION,Jun,ANTHROPOGENIC CONDITION,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94.0454,45.4462   
66,PL2005122(S2005146),CARLTON,MN,CHUB LAKE,,,,,,24-Jun-05,,,2005,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,Jun,UNKNOWN,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92.4593,46.6236
67,S2005152,STEELE,MN,BEAVER LAKE,,,,,,4-Jul-05,,,2005,,,NATURAL,INFECTIOUS AGENTS,,COLUMNARIS,Jul,INFECTIOUS AGENT,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93.3498   ,43.8917 
68,S2005163,FARIBAULT,MN,RICE LAKE,,,,,,16-Jul-05,,,2005,,,NATURAL,ENVIRONMENTAL CONDITION,,Summerkill,Jul,?,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
69,S2005181,LYON,MN,NA,,,,,,20-Jul-05,,,2005,,,ANTHROPOGENIC,TOXICITY,,ANTHROPOGENIC CONDITION,Jul,ANTHROPOGENIC CONDITION,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
70,S2005170,BROWN,MN,HANSKA LAKE,,,,,,20-Jul-05,,,2005,,,NATURAL,ENVIRONMENTAL CONDITION,,Summerkill,Jul,?,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94.6046,44.1373
71,S2005173,WRIGHT,MN,RAMSEY LAKE,,,,,,21-Jul-05,,,2005,,,NATURAL,ENVIRONMENTAL CONDITION,,Summerkill,Jul,?,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-93.9964   ,45.2103
72,S2005180,HENNEPIN,MN,LOST LAKE,,,,,,25-Jul-05,,,2005,,,NATURAL,ENVIRONMENTAL CONDITION,,Summerkill,Jul,?,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-93.4154 ,45.0307   
73,S2005186,OLMSTEAD,MN,BEARCREEK RESERVE,,,,,,30-Jul-05,,,2005,,,NATURAL,INFECTIOUS AGENTS,,Environmental gill disease,Jul,INFECTIOUS AGENT,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-92.464819,44.023841
74,S2005207,BLUE EARTH,MN,RICE LAKE,,,,,,6-Aug-05,,,2005,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,Aug,UNKNOWN,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93.8758,44.0486  
75,S2005192,RAMSEY,MN,LAKE EMILY,,,,,,8-Aug-05,,,2005,,,NATURAL,ENVIRONMENTAL CONDITION,,DISSOLVED OXYGEN,Aug,?,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-93.1285  ,45.0405 
76,S2005200,HENNEPIN,MN,BASS LAKE,,,,,,13-Aug-05,,,2005,,,ANTHROPOGENIC,TOXICITY,,ANTHROPOGENIC CONDITION,Aug,ANTHROPOGENIC CONDITION,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-93.4332,45.0537 
77,S2005208,FARIBAULT,MN,RICE LAKE,,,,,,13-Aug-05,,,2005,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,Aug,UNKNOWN,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
78,PL2005150,BLUE EARTH,MN,BLUE EARTH RIVER,,,,,,18-Aug-05,,,2005,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,Aug,UNKNOWN,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93.980198,44.176464
79,PL2005157,CROW WING,MN,OSSAWINNAMAKEE LAKE,,,,,,26-Aug-05,,,2005,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,Aug,UNKNOWN,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94.2207,46.635
80,PL2005159,BLUE EARTH,MN,BLUE EARTH RIVER/WANTOWAN RIVER,,,,,,30-Aug-05,,,2005,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,Aug,UNKNOWN,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93.980198,44.176464
81,PL2005161,FARIBAULT,MN,CANNON RIVER,,,,,,31-Aug-05,,,2005,,,NATURAL,INFECTIOUS AGENTS,,Bacterial Gill disease,Aug,INFECTIOUS AGENT,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92.7348,44.567781
82,PL2005163,BLUE EARTH,MN,WANTOWAN RIVER,,,,,,6-Sep-05,,,2005,,,NATURAL,INFECTIOUS AGENTS,,Intralamellar Henneguya,Sep,INFECTIOUS AGENT,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93.980198,44.176464
83,PL2005166,LINCOLN,MN,HENDRICKS LAKE,,,,,,8-Sep-05,,,2005,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,Sep,UNKNOWN,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-96.4428,44.4914  
84,S2005227,NOBLES,MN,LITTLE ROCK CREEK,,,,,,9-Sep-05,,,2005,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,Sep,UNKNOWN,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95.597731,43.620984
85,S2005281,MOWER,MN,CEDAR RIVER,,,,,,27-Dec-05,,,2005,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,Dec,UNKNOWN,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-92.972365,43.667391
86,S2006034,RAMSEY,MN,LITTLE GOOSE LAKE,,,,,,12-Apr-06,,,2006,,,NATURAL,ENVIRONMENTAL CONDITION,,Winterkill,Apr,WINTERKILL,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93.017422,45.070098 
87,S2006035,SCOTT,MN,NA,,,,,,12-Apr-06,,,2006,,,NATURAL,ENVIRONMENTAL CONDITION,,Winterkill,Apr,WINTERKILL,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
88,PL2006068,NA,MN,NA,,,,,,18-Apr-06,,,2006,,,NATURAL,ENVIRONMENTAL CONDITION,,DISSOLVED OXYGEN,Apr,?,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
